S.No,Crime,Gender,Age,Income,Job,Maritalstatus,Education,Harm,Attack,AttackMethod,Perpetrator
1504,Hacking into the Information System and Capturing Data,Female,27 and Under,Low,Student,Single,High School,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1505,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Student,Married,Graduate,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack,Known
1506,Hacking into the Information System and Capturing Data,Male,Between 38 and 50,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack,Known
1507,Hacking into the Information System and Capturing Data,Male,Between 38 and 50,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack,Known
1508,Hacking into the Information System and Capturing Data,Male,Between 38 and 50,Low,Technical,Married,High School,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1509,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Student,Single,Graduate,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack,Known
1510,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Student,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Card Copying / Generating Devices,UnKnown
1511,Hacking into the Information System and Capturing Data,Female,27 and Under,Middle,Student,Single,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack,Known
1512,Hacking into the Information System and Capturing Data,Female,27 and Under,Low,Student,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,UnKnown
1513,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Middle,Education,Single,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1514,Hacking into the Information System and Capturing Data,Male,Between 38 and 50,Middle,Education,Married,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1515,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Card Copying / Generating Devices,Known
1516,Hacking into the Information System and Capturing Data,Female,27 and Under,Low,Housewife,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Card Copying / Generating Devices,UnKnown
1517,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Low,Technical,Single,High School,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1518,Hacking into the Information System and Capturing Data,Female,27 and Under,Low,Technical,Single,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack,UnKnown
1519,Hacking into the Information System and Capturing Data,Male,51 and Above,Low,Retired,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,UnKnown
1520,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,Known
1521,Through Informatics Theft,Female,Between 38 and 50,Low,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1522,Through Informatics Theft,Female,Between 38 and 50,Middle,Justice and Security,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1523,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Married,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1524,Through Informatics Theft,Male,27 and Under,Low,Student,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,UnKnown
1525,Through Informatics Theft,Female,27 and Under,Low,Housewife,Single,High School,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1526,Through Informatics Theft,Female,Between 38 and 50,Low,Housewife,Married,Primary Education,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1527,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1528,Through Informatics Theft,Male,27 and Under,Low,Student,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,Known
1529,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1530,Through Informatics Theft,Male,Between 28 and 37,High,Technical,Single,Graduate,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1531,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1532,Through Informatics Theft,Male,Between 28 and 37,Middle,Health Sector Manager,Married,Under Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1533,Through Informatics Theft,Male,27 and Under,Low,Student,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1534,Through Informatics Theft,Female,51 and Above,Low,Retired,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1535,Through Informatics Theft,Male,51 and Above,Low,Retired,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,UnKnown
1536,Through Informatics Theft,Male,Between 38 and 50,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1537,Through Informatics Theft,Male,Between 38 and 50,High,IT Sector,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1538,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1539,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,Known
1540,Through Informatics Theft,Male,27 and Under,Middle,Others,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1541,Through Informatics Theft,Female,Between 28 and 37,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1542,Through Informatics Theft,Male,27 and Under,Middle,Technical,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1543,Through Informatics Theft,Male,Between 28 and 37,Middle,Justice and Security,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1544,Through Informatics Theft,Male,51 and Above,Middle,Retired,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1545,Through Informatics Theft,Male,Between 28 and 37,Middle,Finance Sector,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,Known
1546,Through Informatics Theft,Female,Between 28 and 37,Middle,Health Sector Manager,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,Known
1547,Through Informatics Theft,Female,51 and Above,Middle,Health Sector Manager,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1548,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,Known
1549,Through Informatics Theft,Male,27 and Under,Middle,Technical,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,Known
1550,Through Informatics Theft,Female,Between 28 and 37,Middle,Finance Sector,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1551,Through Informatics Theft,Female,Between 38 and 50,Middle,Health Sector Manager,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,Known
1552,Through Informatics Theft,Female,Between 38 and 50,Middle,Health Sector Manager,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1553,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,Known
1554,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1555,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1556,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,Known
1557,Through Informatics Theft,Female,Between 28 and 37,High,Health Sector Manager,Single,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,UnKnown
1558,Through Informatics Theft,Male,Between 38 and 50,High,Justice and Security,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1559,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,Known
1560,Through Informatics Theft,Male,27 and Under,Low,Student,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1561,Through Informatics Theft,Male,27 and Under,Low,Student,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,Known
1562,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1563,Through Informatics Theft,Male,Between 38 and 50,High,Education,Single,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1564,Through Informatics Theft,Female,Between 38 and 50,Middle,Health Sector Manager,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,Known
1565,Through Informatics Theft,Female,Between 28 and 37,Middle,Housewife,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,Known
1566,Through Informatics Theft,Male,Between 28 and 37,High,Justice and Security,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1567,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,Known
1568,Through Informatics Theft,Female,Between 28 and 37,Low,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1569,Through Informatics Theft,Male,51 and Above,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1570,Through Informatics Theft,Male,Between 28 and 37,Middle,Others,Single,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1571,Through Informatics Theft,Female,Between 28 and 37,Middle,Health Sector Manager,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1572,Through Informatics Theft,Female,51 and Above,Low,Retired,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1573,Through Informatics Theft,Male,Between 38 and 50,Low,Technical,Single,Primary Education,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1574,Through Informatics Theft,Male,27 and Under,Low,Student,Single,Primary Education,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1575,Through Informatics Theft,Male,27 and Under,Low,Student,Married,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1576,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1577,Through Informatics Theft,Male,Between 38 and 50,Middle,Health Sector Manager,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1578,Through Informatics Theft,Male,27 and Under,Middle,Technical,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1579,Through Informatics Theft,Female,Between 28 and 37,Middle,Health Sector Manager,Single,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1580,Through Informatics Theft,Male,27 and Under,Low,Student,Single,Primary Education,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1581,Through Informatics Theft,Male,27 and Under,Low,Technical,Married,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1582,Through Informatics Theft,Female,27 and Under,Low,Technical,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1583,Through Informatics Theft,Male,51 and Above,High,Others,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1584,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1585,Through Informatics Theft,Female,27 and Under,Low,Student,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1586,Through Informatics Theft,Male,Between 38 and 50,Middle,Health Sector Manager,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1587,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Single,Primary Education,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,Known
1588,Through Informatics Theft,Female,Between 38 and 50,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1589,Through Informatics Theft,Male,Between 28 and 37,Low,Others,Married,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,UnKnown
1590,Through Informatics Theft,Male,51 and Above,Low,Retired,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1591,Through Informatics Theft,Male,Between 38 and 50,High,IT Sector,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1592,Through Informatics Theft,Female,Between 28 and 37,Middle,Health Sector Manager,Single,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1593,Through Informatics Theft,Male,51 and Above,High,Health Sector Manager,Single,Under Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1594,Through Informatics Theft,Female,Between 28 and 37,Middle,Education,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1595,Through Informatics Theft,Female,Between 28 and 37,Middle,Health Sector Manager,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1596,Through Informatics Theft,Male,Between 28 and 37,Middle,Finance Sector,Married,High School,Threating / Blackmailing,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1597,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1598,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1599,Through Informatics Theft,Male,27 and Under,Low,Student,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1600,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Married,Primary Education,Threating / Blackmailing,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1601,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1602,Through Informatics Theft,Male,Between 38 and 50,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1603,Through Informatics Theft,Male,Between 38 and 50,High,Justice and Security,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1604,Through Informatics Theft,Female,Between 28 and 37,High,Justice and Security,Married,Graduate,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1605,Through Informatics Theft,Male,Between 38 and 50,Middle,Finance Sector,Married,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1606,Through Informatics Theft,Male,51 and Above,High,Technical,Married,Graduate,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1607,Through Informatics Theft,Male,Between 38 and 50,Low,Technical,Married,High School,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1608,Through Informatics Theft,Female,27 and Under,Low,Student,Single,Primary Education,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1609,Through Informatics Theft,Male,Between 28 and 37,Low,Others,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1610,Through Informatics Theft,Female,Between 38 and 50,Middle,Justice and Security,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1611,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Married,Primary Education,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1612,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1613,Through Informatics Theft,Male,Between 38 and 50,Low,Technical,Married,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1614,Through Informatics Theft,Male,27 and Under,Low,Student,Single,High School,Threating / Blackmailing,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1615,Through Informatics Theft,Female,27 and Under,Low,Student,Single,Graduate,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1616,Through Informatics Theft,Male,Between 38 and 50,High,Finance Sector,Married,Under Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1617,Through Informatics Theft,Female,Between 28 and 37,Middle,Housewife,Married,High School,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1618,Through Informatics Theft,Female,27 and Under,Low,Student,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1619,Through Informatics Theft,Male,Between 28 and 37,High,Health Sector Manager,Married,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1620,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1621,Through Informatics Theft,Male,Between 38 and 50,High,Technical,Married,Primary Education,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1622,Through Informatics Theft,Female,Between 38 and 50,Low,Housewife,Married,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,Known
1623,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1624,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Single,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1625,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1626,Through Informatics Theft,Male,27 and Under,Middle,Technical,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1627,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1628,Through Informatics Theft,Male,Between 38 and 50,High,Technical,Married,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1629,Through Informatics Theft,Male,Between 38 and 50,Middle,Health Sector Manager,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1630,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Married,Primary Education,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1631,Through Informatics Theft,Male,Between 38 and 50,High,Justice and Security,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1632,Through Informatics Theft,Female,Between 28 and 37,High,Health Sector Manager,Single,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1633,Through Informatics Theft,Male,Between 38 and 50,Low,Technical,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1634,Through Informatics Theft,Male,Between 28 and 37,Middle,Health Sector Manager,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,UnKnown
1635,Through Informatics Theft,Male,Between 38 and 50,Low,Technical,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1636,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1637,Through Informatics Theft,Male,27 and Under,Middle,Justice and Security,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1638,Through Informatics Theft,Male,27 and Under,Low,Technical,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1639,Through Informatics Theft,Female,Between 28 and 37,Low,Housewife,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1640,Through Informatics Theft,Female,Between 28 and 37,Middle,Health Sector Manager,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1641,Through Informatics Theft,Female,51 and Above,Middle,Health Sector Manager,Single,Primary Education,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1642,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1643,Through Informatics Theft,Female,27 and Under,Low,Technical,Single,Primary Education,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1644,Through Informatics Theft,Female,27 and Under,Low,Housewife,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1645,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Married,Primary Education,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1646,Through Informatics Theft,Male,27 and Under,Middle,Technical,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1647,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1648,Through Informatics Theft,Female,27 and Under,Middle,Technical,Married,Graduate,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1649,Through Informatics Theft,Female,27 and Under,Low,Technical,Married,Primary Education,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1650,Through Informatics Theft,Female,51 and Above,Low,Housewife,Married,Primary Education,Do Moral Harm,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,UnKnown
1651,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Single,Primary Education,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1652,Through Informatics Theft,Male,51 and Above,Low,Technical,Married,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1653,Through Informatics Theft,Male,27 and Under,Low,Technical,Single,Primary Education,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1654,Through Informatics Theft,Male,27 and Under,Low,Technical,Single,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,Known
1655,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Single,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1656,Through Informatics Theft,Male,Between 38 and 50,High,Finance Sector,Married,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1657,Through Informatics Theft,Male,27 and Under,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1658,Through Informatics Theft,Male,27 and Under,Middle,Technical,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,UnKnown
1659,Through Informatics Theft,Male,Between 38 and 50,High,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1660,Through Informatics Theft,Male,Between 38 and 50,High,Finance Sector,Married,Under Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1661,Through Informatics Theft,Male,Between 28 and 37,High,Finance Sector,Married,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1662,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1663,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,Primary Education,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1664,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1665,Through Informatics Theft,Female,27 and Under,Low,Student,Married,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1666,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1667,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1668,Through Informatics Theft,Female,Between 28 and 37,Middle,Justice and Security,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1669,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Threating / Blackmailing,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,Known
